1,5.22E+01,2.10E+01
2,5.01E+01,1.99E+01
3,5.18E+01,1.95E+01
4,5.11E+01,1.70E+01
5,5.24E+01,1.69E+01
6,5.44E+01,1.86E+01
7,5.34E+01,1.46E+01
8,5.31E+01,1.80E+01
9,5.12E+01,2.26E+01
10,5.03E+01,1.90E+01
11,5.31E+01,2.32E+01
12,5.45E+01,1.85E+01
13,5.08E+01,1.91E+01
14,5.14E+01,2.11E+01
15,5.03E+01,1.91E+01
16,5.30E+01,1.86E+01
17,5.09E+01,2.06E+01
18,5.00E+01,2.20E+01
19,5.03E+01,1.87E+01
20,5.03E+01,1.88E+01
21,5.38E+01,2.05E+01
22,4.98E+01,1.91E+01
23,5.03E+01,1.89E+01
24,5.19E+01,1.55E+01
25,5.01E+01,1.85E+01
26,5.03E+01,1.89E+01
27,5.01E+01,1.90E+01
28,5.27E+01,1.52E+01
29,5.03E+01,1.92E+01
30,5.25E+01,1.97E+01
31,5.42E+01,1.94E+01
32,5.07E+01,1.79E+01
33,5.08E+01,1.63E+01
34,5.26E+01,1.91E+01
35,5.00E+01,2.10E+01
36,5.03E+01,1.90E+01
37,5.42E+01,1.62E+01
38,5.18E+01,1.81E+01
39,5.12E+01,1.62E+01
40,5.35E+01,1.88E+01
41,5.45E+01,1.70E+01
42,4.99E+01,1.86E+01
43,4.96E+01,2.07E+01
44,5.09E+01,1.57E+01
45,5.22E+01,2.23E+01
46,5.22E+01,1.83E+01
47,5.14E+01,1.97E+01
48,5.02E+01,1.92E+01
49,5.32E+01,1.67E+01
50,5.28E+01,1.83E+01
