1,4.21E+01,-1.24E+02
2,4.02E+01,-7.45E+01
3,3.50E+01,-1.15E+02
4,3.74E+01,-8.43E+01
5,3.37E+01,-8.51E+01
6,3.54E+01,-9.92E+01
7,4.42E+01,-7.60E+01
8,3.58E+01,-8.38E+01
9,3.74E+01,-8.72E+01
10,4.11E+01,-7.87E+01
11,3.99E+01,-7.50E+01
12,3.96E+01,-8.59E+01
13,3.32E+01,-7.98E+01
14,3.74E+01,-8.16E+01
15,4.62E+01,-9.54E+01
16,4.21E+01,-7.39E+01
17,4.15E+01,-8.33E+01
18,4.02E+01,-1.11E+02
19,3.55E+01,-9.52E+01
20,4.86E+01,-9.86E+01
21,3.29E+01,-9.66E+01
22,3.57E+01,-9.15E+01
23,4.71E+01,-1.03E+02
24,3.83E+01,-9.06E+01
25,4.28E+01,-9.40E+01
26,4.44E+01,-9.76E+01
27,4.04E+01,-7.40E+01
28,4.07E+01,-7.42E+01
29,2.90E+01,-9.65E+01
30,3.78E+01,-7.69E+01
31,3.50E+01,-7.85E+01
32,3.61E+01,-9.11E+01
33,4.55E+01,-9.10E+01
34,4.88E+01,-1.22E+02
35,3.82E+01,-8.20E+01
36,3.47E+01,-1.04E+02
37,3.74E+01,-8.79E+01
38,4.23E+01,-7.30E+01
39,3.64E+01,-9.45E+01
40,4.17E+01,-9.06E+01
41,3.32E+01,-8.98E+01
42,3.91E+01,-7.71E+01
43,4.63E+01,-1.23E+02
44,4.02E+01,-8.67E+01
45,3.53E+01,-8.57E+01
46,3.98E+01,-8.03E+01
47,4.21E+01,-8.53E+01
48,3.41E+01,-1.17E+02
49,3.38E+01,-8.43E+01
50,4.65E+01,-8.70E+01
51,3.99E+01,-8.02E+01
52,3.47E+01,-8.66E+01
53,3.74E+01,-7.68E+01
54,4.20E+01,-8.35E+01
55,3.68E+01,-1.08E+02
56,3.89E+01,-1.21E+02
57,4.25E+01,-7.13E+01
58,3.98E+01,-8.80E+01
59,3.66E+01,-8.44E+01
60,4.30E+01,-7.13E+01
61,3.95E+01,-7.61E+01
62,4.21E+01,-8.78E+01
63,2.76E+01,-8.18E+01
64,4.37E+01,-7.11E+01
65,3.32E+01,-1.03E+02
66,3.61E+01,-8.56E+01
67,3.25E+01,-1.07E+02
68,4.25E+01,-7.14E+01
69,4.00E+01,-8.27E+01
70,4.17E+01,-7.48E+01
71,4.00E+01,-7.98E+01
72,3.27E+01,-8.27E+01
73,4.17E+01,-7.29E+01
74,3.36E+01,-9.06E+01
75,4.26E+01,-1.14E+02
76,4.04E+01,-7.79E+01
77,4.00E+01,-9.63E+01
78,4.11E+01,-7.88E+01
79,3.86E+01,-1.12E+02
80,4.04E+01,-8.43E+01
81,3.57E+01,-8.25E+01
82,3.67E+01,-1.19E+02
83,3.69E+01,-7.60E+01
84,2.98E+01,-1.02E+02
85,3.63E+01,-7.59E+01
86,4.79E+01,-1.22E+02
87,4.03E+01,-8.00E+01
88,3.85E+01,-9.85E+01
89,4.31E+01,-7.36E+01
90,3.94E+01,-7.98E+01
91,3.27E+01,-9.87E+01
92,4.46E+01,-8.34E+01
93,2.94E+01,-9.69E+01
94,4.31E+01,-7.33E+01
95,4.50E+01,-9.26E+01
96,3.92E+01,-1.23E+02
97,4.67E+01,-6.80E+01
98,3.62E+01,-8.10E+01
99,3.22E+01,-9.78E+01
100,3.26E+01,-9.21E+01
101,3.21E+01,-9.33E+01
102,3.48E+01,-7.65E+01
103,3.56E+01,-8.04E+01
104,4.12E+01,-9.78E+01
105,3.32E+01,-9.68E+01
106,3.72E+01,-9.04E+01
107,4.17E+01,-7.51E+01
108,3.71E+01,-9.01E+01
109,3.94E+01,-9.03E+01
110,4.73E+01,-1.22E+02
111,3.47E+01,-8.58E+01
112,3.29E+01,-8.69E+01
113,4.16E+01,-7.44E+01
114,4.15E+01,-8.76E+01
115,3.66E+01,-9.95E+01
116,3.98E+01,-7.58E+01
117,3.78E+01,-8.51E+01
118,3.97E+01,-7.58E+01
119,3.35E+01,-8.66E+01
120,4.16E+01,-7.57E+01
121,4.34E+01,-1.24E+02
122,4.75E+01,-9.68E+01
123,4.27E+01,-7.50E+01
124,4.16E+01,-8.84E+01
125,3.79E+01,-8.92E+01
126,3.52E+01,-9.12E+01
127,3.97E+01,-8.44E+01
128,4.39E+01,-7.56E+01
129,4.54E+01,-9.69E+01
130,3.93E+01,-8.63E+01
131,4.07E+01,-7.76E+01
132,4.22E+01,-9.06E+01
133,2.81E+01,-8.16E+01
134,4.23E+01,-7.11E+01
135,3.31E+01,-9.80E+01
136,3.54E+01,-9.08E+01
137,4.02E+01,-8.07E+01
138,3.52E+01,-9.80E+01
139,4.17E+01,-1.12E+02
140,4.12E+01,-1.01E+02
141,3.70E+01,-9.87E+01
142,4.14E+01,-9.66E+01
143,4.25E+01,-8.31E+01
144,4.08E+01,-7.84E+01
145,4.14E+01,-1.03E+02
146,4.29E+01,-8.44E+01
147,4.32E+01,-8.34E+01
148,4.12E+01,-8.16E+01
149,3.02E+01,-9.46E+01
150,3.24E+01,-8.06E+01
151,3.68E+01,-1.18E+02
152,3.41E+01,-1.17E+02
153,4.72E+01,-9.78E+01
154,4.43E+01,-7.17E+01
155,3.85E+01,-7.66E+01
156,4.49E+01,-9.35E+01
157,4.23E+01,-7.73E+01
158,3.83E+01,-1.23E+02
159,4.08E+01,-7.68E+01
160,4.08E+01,-8.14E+01
161,3.85E+01,-8.62E+01
162,3.71E+01,-1.06E+02
163,4.54E+01,-8.46E+01
164,4.72E+01,-1.22E+02
165,3.99E+01,-8.03E+01
166,4.31E+01,-7.84E+01
167,4.24E+01,-8.42E+01
168,3.61E+01,-1.19E+02
169,4.78E+01,-9.59E+01
170,3.92E+01,-8.85E+01
171,3.48E+01,-9.73E+01
172,4.23E+01,-8.87E+01
173,4.08E+01,-8.23E+01
174,4.04E+01,-7.50E+01
175,3.96E+01,-7.78E+01
176,4.03E+01,-9.09E+01
177,4.03E+01,-7.55E+01
178,4.54E+01,-9.20E+01
179,3.98E+01,-8.64E+01
180,3.80E+01,-8.81E+01
181,4.16E+01,-8.27E+01
182,4.35E+01,-7.24E+01
183,2.95E+01,-8.21E+01
184,3.48E+01,-8.23E+01
185,3.71E+01,-8.30E+01
186,4.77E+01,-1.17E+02
187,4.14E+01,-7.33E+01
188,3.43E+01,-8.87E+01
189,4.00E+01,-9.70E+01
190,3.10E+01,-8.16E+01
191,4.22E+01,-7.22E+01
192,4.39E+01,-9.40E+01
193,4.34E+01,-8.58E+01
194,4.09E+01,-1.06E+02
195,3.05E+01,-8.62E+01
196,4.07E+01,-9.64E+01
197,4.07E+01,-8.87E+01
198,4.13E+01,-9.90E+01
199,3.78E+01,-8.31E+01
200,4.23E+01,-7.84E+01
201,4.32E+01,-8.80E+01
202,3.84E+01,-1.12E+02
203,4.02E+01,-7.63E+01
204,3.82E+01,-8.14E+01
205,3.93E+01,-9.12E+01
206,3.86E+01,-9.54E+01
207,3.39E+01,-9.56E+01
208,3.17E+01,-1.10E+02
209,4.09E+01,-7.61E+01
210,3.07E+01,-8.78E+01
211,3.36E+01,-9.71E+01
212,3.76E+01,-1.09E+02
213,4.01E+01,-8.35E+01
214,3.80E+01,-1.23E+02
215,4.18E+01,-7.40E+01
216,4.41E+01,-1.24E+02
217,4.16E+01,-7.04E+01
218,4.23E+01,-9.31E+01
219,4.23E+01,-7.13E+01
220,4.37E+01,-7.05E+01
221,4.64E+01,-9.27E+01
222,3.88E+01,-8.81E+01
223,3.66E+01,-7.99E+01
224,4.41E+01,-8.89E+01
225,4.15E+01,-7.75E+01
226,3.38E+01,-1.18E+02
227,4.09E+01,-9.73E+01
228,3.26E+01,-9.12E+01
229,3.59E+01,-1.09E+02
230,4.30E+01,-7.62E+01
231,3.97E+01,-7.94E+01
232,3.45E+01,-8.35E+01
233,4.11E+01,-7.47E+01
234,3.99E+01,-7.49E+01
235,3.77E+01,-9.31E+01
236,4.32E+01,-8.25E+01
237,4.16E+01,-1.12E+02
238,4.44E+01,-8.88E+01
239,3.94E+01,-7.66E+01
240,3.03E+01,-9.07E+01
241,3.97E+01,-7.63E+01
242,3.71E+01,-1.20E+02
243,2.82E+01,-8.23E+01
244,3.10E+01,-8.54E+01
245,4.49E+01,-8.52E+01
246,3.79E+01,-7.81E+01
247,4.24E+01,-8.78E+01
248,4.67E+01,-1.08E+02
249,4.69E+01,-9.44E+01
250,4.13E+01,-7.24E+01
251,3.99E+01,-8.10E+01
252,3.66E+01,-8.07E+01
253,4.16E+01,-8.80E+01
254,4.87E+01,-1.16E+02
255,4.32E+01,-7.09E+01
256,3.55E+01,-1.09E+02
257,3.96E+01,-7.90E+01
258,3.83E+01,-7.95E+01
259,4.06E+01,-9.19E+01
260,3.89E+01,-7.63E+01
261,3.37E+01,-9.74E+01
262,3.53E+01,-7.94E+01
263,4.03E+01,-9.73E+01
264,4.10E+01,-7.43E+01
265,4.12E+01,-8.22E+01
266,3.96E+01,-7.52E+01
267,4.02E+01,-8.60E+01
268,4.85E+01,-9.69E+01
269,3.81E+01,-7.85E+01
270,3.30E+01,-1.17E+02
271,3.25E+01,-9.54E+01
272,3.54E+01,-9.12E+01
273,3.36E+01,-8.43E+01
274,3.83E+01,-1.23E+02
275,4.45E+01,-7.00E+01
276,4.26E+01,-7.11E+01
277,4.39E+01,-7.12E+01
278,4.13E+01,-7.34E+01
279,3.42E+01,-7.94E+01
280,3.98E+01,-7.74E+01
281,4.78E+01,-9.23E+01
282,3.43E+01,-9.40E+01
283,3.96E+01,-8.56E+01
284,4.67E+01,-9.36E+01
285,4.03E+01,-7.89E+01
